,Session,Cluster,Peak Channel,Brain Region,A/P,D/V,L/R
6792,6,570,277,CA3,6392.0,2231.8,4529.6
6795,6,573,279,CA3,6376.0,2213.0,4536.5
6797,6,575,263,CA3,6376.0,2363.4,4481.8
7515,7,609,536,CA3,7096.2,2359.0,3947.0
7539,7,652,536,CA3,7096.2,2359.0,3947.0
7585,7,730,538,CA3,7081.9,2340.2,3937.1
7631,7,818,545,CA3,7056.3,2264.8,3904.3
7636,7,830,545,CA3,7056.3,2264.8,3904.3
7647,7,848,537,CA3,7050.7,2340.2,3930.3
7650,7,854,545,CA3,7056.3,2264.8,3904.3
7666,7,886,541,CA3,7053.5,2302.5,3917.3
7675,7,899,540,CA3,7099.0,2321.3,3934.0
7706,7,955,536,CA3,7096.2,2359.0,3947.0
7736,7,1007,537,CA3,7050.7,2340.2,3930.3
7756,7,1037,543,CA3,7070.5,2283.6,3914.2
7757,7,1038,536,CA3,7096.2,2359.0,3947.0
7758,7,1039,529,CA3,7045.0,2415.6,3956.4
7813,7,1096,538,CA3,7081.9,2340.2,3937.1
7839,7,1122,539,CA3,7067.7,2321.3,3927.2
7845,7,1128,541,CA3,7053.5,2302.5,3917.3
8442,8,507,514,CA3,8126.9,3471.4,2605.1
8443,8,508,502,CA3,8100.2,3578.7,2651.7
8444,8,509,502,CA3,8100.2,3578.7,2651.7
8445,8,513,513,CA3,8164.1,3489.3,2636.7
8457,8,534,515,CA3,8154.7,3471.4,2621.0
8462,8,542,498,CA3,8091.3,3614.5,2667.2
8468,8,551,506,CA3,8109.1,3543.0,2636.2
8471,8,554,508,CA3,8127.4,3525.1,2636.3
8473,8,558,513,CA3,8164.1,3489.3,2636.7
8478,8,567,519,CA3,8163.5,3435.6,2605.5
8481,8,578,526,CA3,8181.3,3364.1,2574.4
8483,8,580,511,CA3,8145.8,3507.2,2636.5
8488,8,589,514,CA3,8126.9,3471.4,2605.1
8489,8,590,524,CA3,8190.8,3382.0,2590.2
8491,8,593,532,CA3,8208.5,3310.4,2559.1
8493,8,595,514,CA3,8126.9,3471.4,2605.1
8495,8,597,519,CA3,8163.5,3435.6,2605.5
8498,8,602,512,CA3,8136.3,3489.3,2620.8
8500,8,606,512,CA3,8136.3,3489.3,2620.8
8502,8,609,521,CA3,8181.9,3417.7,2605.7
8503,8,610,514,CA3,8126.9,3471.4,2605.1
8504,8,611,510,CA3,8118.0,3507.2,2620.6
8506,8,618,514,CA3,8126.9,3471.4,2605.1
8507,8,620,510,CA3,8118.0,3507.2,2620.6
8508,8,621,564,CA3,8242.5,3006.3,2403.3
8511,8,629,548,CA3,8244.1,3167.3,2497.0
8529,8,666,506,CA3,8109.1,3543.0,2636.2
8530,8,667,502,CA3,8100.2,3578.7,2651.7
8533,8,671,498,CA3,8091.3,3614.5,2667.2
8538,8,685,508,CA3,8127.4,3525.1,2636.3
8542,8,693,506,CA3,8109.1,3543.0,2636.2
8554,8,711,518,CA3,8135.8,3435.6,2589.6
8555,8,713,513,CA3,8164.1,3489.3,2636.7
8562,8,728,506,CA3,8109.1,3543.0,2636.2
8564,8,734,502,CA3,8100.2,3578.7,2651.7
8567,8,742,527,CA3,8171.9,3346.2,2558.7
8574,8,754,512,CA3,8136.3,3489.3,2620.8
8578,8,762,515,CA3,8154.7,3471.4,2621.0
8582,8,771,520,CA3,8154.1,3417.7,2589.8
8583,8,772,506,CA3,8109.1,3543.0,2636.2
8585,8,774,512,CA3,8136.3,3489.3,2620.8
8596,8,794,502,CA3,8100.2,3578.7,2651.7
8606,8,807,527,CA3,8171.9,3346.2,2558.7
8608,8,809,512,CA3,8136.3,3489.3,2620.8
8610,8,811,519,CA3,8163.5,3435.6,2605.5
8626,8,851,502,CA3,8100.2,3578.7,2651.7
8631,8,862,527,CA3,8171.9,3346.2,2558.7
8634,8,866,515,CA3,8154.7,3471.4,2621.0
8638,8,872,502,CA3,8100.2,3578.7,2651.7
8639,8,873,512,CA3,8136.3,3489.3,2620.8
8640,8,874,521,CA3,8181.9,3417.7,2605.7
8641,8,876,514,CA3,8126.9,3471.4,2605.1
8647,8,890,516,CA3,8145.2,3453.5,2605.3
8648,8,891,514,CA3,8126.9,3471.4,2605.1
8649,8,897,513,CA3,8164.1,3489.3,2636.7
8650,8,898,515,CA3,8154.7,3471.4,2621.0
8651,8,902,512,CA3,8136.3,3489.3,2620.8
8667,8,927,515,CA3,8154.7,3471.4,2621.0
8669,8,929,512,CA3,8136.3,3489.3,2620.8
8670,8,932,515,CA3,8154.7,3471.4,2621.0
8675,8,941,515,CA3,8154.7,3471.4,2621.0
8682,8,955,500,CA3,8109.7,3596.6,2667.4
8684,8,959,514,CA3,8126.9,3471.4,2605.1
8685,8,962,506,CA3,8109.1,3543.0,2636.2
8688,8,965,519,CA3,8163.5,3435.6,2605.5
8694,8,975,498,CA3,8091.3,3614.5,2667.2
8696,8,977,502,CA3,8100.2,3578.7,2651.7
8710,8,995,497,CA3,8128.5,3632.4,2698.8
8711,8,996,505,CA3,8146.3,3560.9,2667.8
8712,8,997,512,CA3,8136.3,3489.3,2620.8
8713,8,998,524,CA3,8190.8,3382.0,2590.2
8721,8,1007,518,CA3,8135.8,3435.6,2589.6
8723,8,1009,512,CA3,8136.3,3489.3,2620.8
8724,8,1010,523,CA3,8163.0,3382.0,2574.3
8731,8,1017,528,CA3,8199.7,3346.2,2574.6
8735,8,1021,543,CA3,8207.4,3203.1,2496.6
8742,8,1028,502,CA3,8100.2,3578.7,2651.7
8760,8,1065,916,CA3,6968.9,2346.4,3866.9
8769,8,1081,918,CA3,6977.2,2327.4,3881.9
8803,8,1146,914,CA3,6964.9,2365.4,3883.6
8823,8,1185,905,CA3,6935.8,2441.4,3855.3
8828,8,1196,907,CA3,6939.8,2422.4,3838.6
8840,8,1221,911,CA3,6952.1,2384.4,3836.9
8886,8,1282,911,CA3,6952.1,2384.4,3836.9
8931,8,1328,918,CA3,6977.2,2327.4,3881.9
8951,8,1348,904,CA3,6931.8,2460.4,3872.0
13946,14,814,736,CA3,7690.8,1976.4,3019.5
14016,14,904,736,CA3,7690.8,1976.4,3019.5
14158,14,1116,727,CA3,7744.7,2073.0,3027.4
14329,15,420,726,CA3,7769.3,2019.5,3188.5
14336,15,432,732,CA3,7746.6,1963.9,3172.9
14338,15,435,728,CA3,7751.7,2001.0,3186.9
14353,15,463,731,CA3,7794.2,1982.4,3163.5
14380,15,507,728,CA3,7751.7,2001.0,3186.9
14382,15,510,732,CA3,7746.6,1963.9,3172.9
14386,15,514,726,CA3,7769.3,2019.5,3188.5
14394,15,525,726,CA3,7769.3,2019.5,3188.5
14435,15,602,728,CA3,7751.7,2001.0,3186.9
14452,15,628,734,CA3,7759.0,1945.3,3160.4
14486,15,680,732,CA3,7746.6,1963.9,3172.9
14493,15,695,728,CA3,7751.7,2001.0,3186.9
14508,15,714,731,CA3,7794.2,1982.4,3163.5
14522,15,736,728,CA3,7751.7,2001.0,3186.9
14525,15,742,738,CA3,7753.9,1908.3,3146.3
14546,15,777,732,CA3,7746.6,1963.9,3172.9
14547,15,779,731,CA3,7794.2,1982.4,3163.5
14553,15,787,728,CA3,7751.7,2001.0,3186.9
14572,15,814,738,CA3,7753.9,1908.3,3146.3
14586,15,848,734,CA3,7759.0,1945.3,3160.4
14639,15,952,728,CA3,7751.7,2001.0,3186.9
15607,17,594,709,CA3,7745.8,2704.6,2952.0
15667,17,658,716,CA3,7705.5,2630.4,2934.8
15669,17,660,716,CA3,7705.5,2630.4,2934.8
15735,17,730,716,CA3,7705.5,2630.4,2934.8
15745,17,741,709,CA3,7745.8,2704.6,2952.0
15805,17,810,731,CA3,7732.7,2500.6,2869.1
15817,17,824,717,CA3,7735.6,2630.4,2923.9
15844,17,857,709,CA3,7745.8,2704.6,2952.0
15851,17,864,715,CA3,7753.2,2648.9,2925.4
15853,17,866,712,CA3,7710.6,2667.5,2948.9
15882,17,898,731,CA3,7732.7,2500.6,2869.1
15911,17,929,712,CA3,7710.6,2667.5,2948.9
15913,17,931,736,CA3,7679.9,2445.0,2864.4
15918,17,937,746,CA3,7712.2,2352.2,2812.8
15931,17,950,743,CA3,7717.3,2389.3,2826.9
15944,17,964,717,CA3,7735.6,2630.4,2923.9
15971,17,991,717,CA3,7735.6,2630.4,2923.9
15975,17,995,715,CA3,7753.2,2648.9,2925.4
16006,17,1029,742,CA3,7687.2,2389.3,2837.8
16023,17,1047,731,CA3,7732.7,2500.6,2869.1
16048,17,1074,712,CA3,7710.6,2667.5,2948.9
16059,17,1085,742,CA3,7687.2,2389.3,2837.8
16083,17,1110,709,CA3,7745.8,2704.6,2952.0
16087,17,1114,716,CA3,7705.5,2630.4,2934.8
16109,17,1138,731,CA3,7732.7,2500.6,2869.1
16114,17,1143,717,CA3,7735.6,2630.4,2923.9
16127,17,1157,742,CA3,7687.2,2389.3,2837.8
16157,17,1191,731,CA3,7732.7,2500.6,2869.1
16165,17,1200,748,CA3,7694.6,2333.7,2811.2
16174,17,1210,709,CA3,7745.8,2704.6,2952.0
16187,17,1224,746,CA3,7712.2,2352.2,2812.8
16196,17,1234,713,CA3,7740.7,2667.5,2937.9
16214,17,1254,746,CA3,7712.2,2352.2,2812.8
16219,17,1259,716,CA3,7705.5,2630.4,2934.8
16286,17,1331,709,CA3,7745.8,2704.6,2952.0
26422,30,11,26,CA3,8411.6,4891.0,4024.0
26424,30,15,7,CA3,8380.4,5068.3,3976.0
26425,30,16,18,CA3,8397.7,4969.8,4024.0
26428,30,21,22,CA3,8404.7,4930.4,4024.0
26437,30,35,27,CA3,8415.1,4871.3,3976.0
26443,30,44,21,CA3,8404.7,4930.4,3992.0
26457,30,66,28,CA3,8415.1,4871.3,4008.0
26461,30,74,15,CA3,8394.3,4989.5,3976.0
26462,30,75,23,CA3,8408.2,4910.7,3976.0
26468,30,85,19,CA3,8401.2,4950.1,3976.0
26473,30,95,15,CA3,8394.3,4989.5,3976.0
26482,30,108,22,CA3,8404.7,4930.4,4024.0
26487,30,115,21,CA3,8404.7,4930.4,3992.0
26509,30,151,23,CA3,8408.2,4910.7,3976.0
26516,30,165,22,CA3,8404.7,4930.4,4024.0
26522,30,172,23,CA3,8408.2,4910.7,3976.0
26523,30,173,23,CA3,8408.2,4910.7,3976.0
26536,30,197,11,CA3,8387.3,5028.9,3976.0
26541,30,204,22,CA3,8404.7,4930.4,4024.0
26543,30,206,4,CA3,8373.4,5107.7,4008.0
26544,30,207,21,CA3,8404.7,4930.4,3992.0
26552,30,217,21,CA3,8404.7,4930.4,3992.0
26557,30,225,27,CA3,8415.1,4871.3,3976.0
26566,30,242,22,CA3,8404.7,4930.4,4024.0
26581,30,266,23,CA3,8408.2,4910.7,3976.0
26582,30,267,23,CA3,8408.2,4910.7,3976.0
26609,30,329,19,CA3,8401.2,4950.1,3976.0
26620,30,352,11,CA3,8387.3,5028.9,3976.0
26632,30,377,4,CA3,8373.4,5107.7,4008.0
26661,30,437,16,CA3,8394.3,4989.5,4008.0
26673,30,463,1,CA3,8370.0,5127.4,3992.0
26706,30,518,7,CA3,8380.4,5068.3,3976.0
26719,30,547,1,CA3,8370.0,5127.4,3992.0
26720,30,548,19,CA3,8401.2,4950.1,3976.0
26721,30,549,19,CA3,8401.2,4950.1,3976.0
26722,30,550,22,CA3,8404.7,4930.4,4024.0
26723,30,551,23,CA3,8408.2,4910.7,3976.0
26724,30,552,23,CA3,8408.2,4910.7,3976.0
26725,30,553,23,CA3,8408.2,4910.7,3976.0
26726,30,554,24,CA3,8408.2,4910.7,4008.0
26727,30,555,25,CA3,8411.6,4891.0,3992.0
26737,30,565,25,CA3,8411.6,4891.0,3992.0
26738,30,566,23,CA3,8408.2,4910.7,3976.0
28391,32,483,681,CA3,7740.3,2687.3,2855.7
28395,32,503,681,CA3,7740.3,2687.3,2855.7
28404,32,542,681,CA3,7740.3,2687.3,2855.7
28429,32,652,716,CA3,7708.5,2339.6,2768.2
28446,32,746,686,CA3,7766.9,2648.7,2835.0
28453,32,775,688,CA3,7780.1,2629.3,2824.7
28524,32,849,685,CA3,7736.8,2648.7,2846.0
32136,37,426,722,CA3,7825.7,2427.5,3343.4
32139,37,429,724,CA3,7808.1,2408.9,3341.8
32145,37,435,728,CA3,7802.9,2371.8,3327.8
32146,37,436,733,CA3,7827.9,2334.8,3302.7
32162,37,453,724,CA3,7808.1,2408.9,3341.8
32169,37,460,720,CA3,7813.2,2446.0,3355.9
32171,37,462,733,CA3,7827.9,2334.8,3302.7
32184,37,476,736,CA3,7792.7,2297.7,3299.6
32185,37,477,745,CA3,7794.9,2205.0,3258.9
32186,37,478,744,CA3,7782.4,2223.5,3271.4
32189,37,481,746,CA3,7825.0,2205.0,3248.0
32192,37,484,720,CA3,7813.2,2446.0,3355.9
32195,37,489,742,CA3,7800.0,2242.0,3273.0
32199,37,494,720,CA3,7813.2,2446.0,3355.9
32206,37,502,743,CA3,7830.1,2242.0,3262.1
32214,37,512,719,CA3,7860.9,2464.6,3346.5
32221,37,519,719,CA3,7860.9,2464.6,3346.5
32222,37,520,722,CA3,7825.7,2427.5,3343.4
32231,37,529,728,CA3,7802.9,2371.8,3327.8
32240,37,539,728,CA3,7802.9,2371.8,3327.8
32245,37,547,720,CA3,7813.2,2446.0,3355.9
32264,37,567,741,CA3,7817.6,2260.6,3274.6
32265,37,569,724,CA3,7808.1,2408.9,3341.8
32277,37,583,733,CA3,7827.9,2334.8,3302.7
32280,37,587,745,CA3,7794.9,2205.0,3258.9
32288,37,597,719,CA3,7860.9,2464.6,3346.5
32289,37,598,740,CA3,7787.6,2260.6,3285.5
32290,37,599,728,CA3,7802.9,2371.8,3327.8
32291,37,600,732,CA3,7797.8,2334.8,3313.7
32295,37,604,747,CA3,7777.3,2186.4,3257.4
32301,37,612,740,CA3,7787.6,2260.6,3285.5
32312,37,627,743,CA3,7830.1,2242.0,3262.1
32314,37,630,724,CA3,7808.1,2408.9,3341.8
32333,37,653,742,CA3,7800.0,2242.0,3273.0
32334,37,654,724,CA3,7808.1,2408.9,3341.8
32337,37,657,740,CA3,7787.6,2260.6,3285.5
32341,37,662,724,CA3,7808.1,2408.9,3341.8
32346,37,668,728,CA3,7802.9,2371.8,3327.8
32353,37,677,747,CA3,7777.3,2186.4,3257.4
32355,37,679,741,CA3,7817.6,2260.6,3274.6
32360,37,686,736,CA3,7792.7,2297.7,3299.6
32365,37,691,724,CA3,7808.1,2408.9,3341.8
32374,37,702,743,CA3,7830.1,2242.0,3262.1
32383,37,712,742,CA3,7800.0,2242.0,3273.0
32392,37,725,744,CA3,7782.4,2223.5,3271.4
32397,37,731,724,CA3,7808.1,2408.9,3341.8
32404,37,741,744,CA3,7782.4,2223.5,3271.4
32408,37,746,722,CA3,7825.7,2427.5,3343.4
32416,37,754,732,CA3,7797.8,2334.8,3313.7
32422,37,763,745,CA3,7794.9,2205.0,3258.9
32436,37,782,722,CA3,7825.7,2427.5,3343.4
32440,37,789,747,CA3,7777.3,2186.4,3257.4
32443,37,793,722,CA3,7825.7,2427.5,3343.4
32444,37,794,719,CA3,7860.9,2464.6,3346.5
32450,37,801,723,CA3,7855.7,2427.5,3332.5
32459,37,812,724,CA3,7808.1,2408.9,3341.8
32462,37,815,732,CA3,7797.8,2334.8,3313.7
32471,37,828,722,CA3,7825.7,2427.5,3343.4
32473,37,832,733,CA3,7827.9,2334.8,3302.7
32475,37,835,741,CA3,7817.6,2260.6,3274.6
32476,37,836,720,CA3,7813.2,2446.0,3355.9
32494,37,857,718,CA3,7830.8,2464.6,3357.5
32495,37,858,722,CA3,7825.7,2427.5,3343.4
32507,37,873,724,CA3,7808.1,2408.9,3341.8
32519,37,885,728,CA3,7802.9,2371.8,3327.8
32525,37,892,732,CA3,7797.8,2334.8,3313.7
32530,37,900,732,CA3,7797.8,2334.8,3313.7
32538,37,912,728,CA3,7802.9,2371.8,3327.8
32545,37,922,744,CA3,7782.4,2223.5,3271.4
32547,37,925,728,CA3,7802.9,2371.8,3327.8
32548,37,926,728,CA3,7802.9,2371.8,3327.8
32552,37,930,724,CA3,7808.1,2408.9,3341.8
32560,37,940,722,CA3,7825.7,2427.5,3343.4
32566,37,946,741,CA3,7817.6,2260.6,3274.6
32567,37,947,719,CA3,7860.9,2464.6,3346.5
32571,37,952,722,CA3,7825.7,2427.5,3343.4
32572,37,953,722,CA3,7825.7,2427.5,3343.4
32577,37,962,728,CA3,7802.9,2371.8,3327.8
32582,37,967,720,CA3,7813.2,2446.0,3355.9
32583,37,968,722,CA3,7825.7,2427.5,3343.4
32584,37,969,719,CA3,7860.9,2464.6,3346.5
32606,37,995,732,CA3,7797.8,2334.8,3313.7
32616,37,1005,719,CA3,7860.9,2464.6,3346.5
32618,37,1007,722,CA3,7825.7,2427.5,3343.4
