,Session,Cluster,Peak Channel,Brain Region,A/P,D/V,L/R
33809,38,1553,1015,PL,3047.3,2470.7,5368.6
33811,38,1556,993,PL,3040.7,2683.2,5442.7
33815,38,1560,1005,PL,3022.9,2567.3,5417.3
33816,38,1561,996,PL,3077.0,2663.9,5411.0
33818,38,1565,1016,PL,3005.0,2451.4,5391.9
33821,38,1569,996,PL,3077.0,2663.9,5411.0
33824,38,1573,973,PL,3070.4,2876.4,5485.1
33826,38,1576,1008,PL,3016.9,2528.7,5408.8
33829,38,1581,997,PL,3034.7,2644.6,5434.3
33834,38,1587,1023,PL,3035.5,2393.4,5351.6
33837,38,1590,981,PL,3058.5,2799.1,5468.2
33841,38,1595,1024,PL,2993.2,2374.1,5374.9
33843,38,1597,1012,PL,3011.0,2490.0,5400.3
33844,38,1598,976,PL,3106.7,2857.1,5453.4
33845,38,1600,970,PL,3076.3,2915.0,5493.6
33846,38,1601,953,PL,3142.3,3088.9,5504.3
33858,38,1618,1005,PL,3022.9,2567.3,5417.3
33860,38,1621,997,PL,3034.7,2644.6,5434.3
33861,38,1623,981,PL,3058.5,2799.1,5468.2
33862,38,1624,965,PL,3124.5,2973.0,5478.8
33863,38,1625,991,PL,3056.7,2702.5,5437.8
33865,38,1627,1000,PL,3071.1,2625.2,5402.5
33868,38,1630,993,PL,3040.7,2683.2,5442.7
33875,38,1637,992,PL,3083.0,2702.5,5419.4
33876,38,1638,972,PL,3112.6,2895.7,5461.8
33877,38,1639,958,PL,3094.1,3030.9,5519.1
33878,38,1643,965,PL,3124.5,2973.0,5478.8
33883,38,1649,1023,PL,3035.5,2393.4,5351.6
33884,38,1650,962,PL,3088.2,2992.3,5510.6
33885,38,1651,1027,PL,3029.5,2354.8,5343.1
33886,38,1652,957,PL,3136.4,3050.3,5495.8
33887,38,1653,1024,PL,2993.2,2374.1,5374.9
33890,38,1657,969,PL,3118.6,2934.3,5470.3
33893,38,1661,996,PL,3077.0,2663.9,5411.0
33897,38,1667,981,PL,3058.5,2799.1,5468.2
33900,38,1672,1015,PL,3047.3,2470.7,5368.6
33901,38,1673,1005,PL,3022.9,2567.3,5417.3
33904,38,1676,996,PL,3077.0,2663.9,5411.0
33906,38,1678,965,PL,3124.5,2973.0,5478.8
33908,38,1682,993,PL,3040.7,2683.2,5442.7
33914,38,1689,1012,PL,3011.0,2490.0,5400.3
33915,38,1690,986,PL,3078.8,2760.5,5441.3
33916,38,1691,1026,PL,3003.3,2354.8,5361.5
33917,38,1693,954,PL,3100.1,3069.6,5527.5
33921,38,1697,996,PL,3077.0,2663.9,5411.0
33922,38,1698,978,PL,3090.6,2837.7,5458.3
33924,38,1700,1011,PL,3053.3,2509.3,5377.0
33931,38,1709,966,PL,3082.2,2953.7,5502.1
33933,38,1712,1008,PL,3016.9,2528.7,5408.8
33938,38,1720,1024,PL,2993.2,2374.1,5374.9
33940,38,1722,966,PL,3082.2,2953.7,5502.1
33943,38,1725,954,PL,3100.1,3069.6,5527.5
33953,38,1738,1021,PL,3025.3,2412.7,5365.0
33956,38,1741,1029,PL,3013.4,2335.5,5348.1
33959,38,1748,966,PL,3082.2,2953.7,5502.1
33961,38,1750,977,PL,3064.4,2837.7,5476.7
33964,38,1756,997,PL,3034.7,2644.6,5434.3
33967,38,1760,984,PL,3094.8,2779.8,5436.4
33972,38,1765,970,PL,3076.3,2915.0,5493.6
33975,38,1769,1023,PL,3035.5,2393.4,5351.6
33980,38,1775,979,PL,3074.6,2818.4,5463.2
33989,38,1785,953,PL,3142.3,3088.9,5504.3
33992,38,1788,1024,PL,2993.2,2374.1,5374.9
33993,38,1789,970,PL,3076.3,2915.0,5493.6
