,Session,Cluster,Peak Channel,Brain Region,A/P,D/V,L/R
33233,38,806,550,DG,7408.3,1926.9,4603.0
33244,38,818,536,DG,7381.0,2055.8,4653.0
33257,38,836,536,DG,7381.0,2055.8,4653.0
33262,38,842,537,DG,7352.6,2037.4,4613.5
33268,38,850,545,DG,7374.7,1963.7,4591.4
33270,38,852,539,DG,7369.4,2019.0,4619.3
33273,38,855,543,DG,7380.4,1982.1,4608.2
33279,38,862,563,DG,7458.3,1798.0,4575.6
33284,38,871,536,DG,7381.0,2055.8,4653.0
33287,38,874,552,DG,7425.2,1908.5,4608.8
33290,38,878,546,DG,7397.3,1963.7,4614.0
33293,38,882,535,DG,7358.3,2055.8,4630.3
33310,38,912,554,DG,7419.4,1890.1,4591.9
33334,38,945,534,DG,7364.1,2074.2,4647.2
33335,38,948,538,DG,7375.2,2037.4,4636.1
33356,38,980,546,DG,7397.3,1963.7,4614.0
33370,38,999,544,DG,7403.1,1982.1,4630.9
33390,38,1022,544,DG,7403.1,1982.1,4630.9
33415,38,1051,555,DG,7413.6,1871.7,4575.1
33419,38,1055,546,DG,7397.3,1963.7,4614.0
33427,38,1064,593,DG,7529.9,1521.9,4481.4
33443,38,1087,594,DG,7524.1,1503.5,4464.6
33449,38,1093,559,DG,7447.3,1834.9,4586.7
33453,38,1099,547,DG,7391.5,1945.3,4597.2
