,Session,Cluster,Peak Channel,Brain Region,A/P,D/V,L/R
20602,23,337,89,CA2,8308.0,3549.5,2232.6
20603,23,338,113,CA2,8278.7,3309.5,2246.4
20609,23,346,147,CA2,8265.4,2969.6,2257.6
20614,23,351,89,CA2,8308.0,3549.5,2232.6
20617,23,354,37,CA2,8258.9,4089.3,2235.7
20618,23,355,89,CA2,8308.0,3549.5,2232.6
20619,23,356,57,CA2,8260.0,3889.4,2239.6
20621,23,359,28,CA2,8273.6,4189.3,2229.2
20622,23,360,129,CA2,8279.7,3149.5,2249.5
20627,23,365,113,CA2,8278.7,3309.5,2246.4
20630,23,368,56,CA2,8290.7,3889.4,2230.5
20633,23,371,66,CA2,8306.6,3789.4,2227.9
20635,23,373,89,CA2,8308.0,3549.5,2232.6
20636,23,374,10,CA2,8257.3,4369.3,2230.2
20640,23,380,24,CA2,8273.4,4229.3,2228.4
20646,23,387,89,CA2,8308.0,3549.5,2232.6
20647,23,388,113,CA2,8278.7,3309.5,2246.4
20658,23,400,105,CA2,8309.0,3389.5,2235.8
20659,23,402,15,CA2,8303.6,4309.3,2217.7
20660,23,403,83,CA2,8292.3,3609.4,2236.0
20673,23,420,105,CA2,8309.0,3389.5,2235.8
20676,23,423,113,CA2,8278.7,3309.5,2246.4
20677,23,424,149,CA2,8296.3,2929.6,2249.3
20678,23,425,89,CA2,8308.0,3549.5,2232.6
20679,23,426,122,CA2,8294.7,3209.5,2243.8
20682,23,429,131,CA2,8264.4,3129.5,2254.5
20684,23,431,89,CA2,8308.0,3549.5,2232.6
20687,23,435,113,CA2,8278.7,3309.5,2246.4
20694,23,443,89,CA2,8308.0,3549.5,2232.6
20702,23,451,56,CA2,8290.7,3889.4,2230.5
20704,23,454,113,CA2,8278.7,3309.5,2246.4
20705,23,455,101,CA2,8308.7,3429.5,2235.0
20708,23,458,129,CA2,8279.7,3149.5,2249.5
20717,23,467,34,CA2,8258.6,4129.3,2234.9
20721,23,471,113,CA2,8278.7,3309.5,2246.4
20726,23,476,113,CA2,8278.7,3309.5,2246.4
20729,23,479,83,CA2,8292.3,3609.4,2236.0
20731,23,481,96,CA2,8262.4,3489.5,2247.4
20734,23,484,132,CA2,8310.6,3109.6,2241.2
20736,23,486,105,CA2,8309.0,3389.5,2235.8
20737,23,487,83,CA2,8292.3,3609.4,2236.0
20741,23,491,147,CA2,8265.4,2969.6,2257.6
20745,23,497,105,CA2,8309.0,3389.5,2235.8
20753,23,507,101,CA2,8308.7,3429.5,2235.0
20756,23,512,132,CA2,8310.6,3109.6,2241.2
20763,23,520,56,CA2,8290.7,3889.4,2230.5
20764,23,521,89,CA2,8308.0,3549.5,2232.6
20770,23,528,113,CA2,8278.7,3309.5,2246.4
