,Session,Cluster,Peak Channel,Brain Region,A/P,D/V,L/R
30969,36,269,84,ORB,2359.6,2784.5,4528.9
30971,36,271,68,ORB,2307.0,2929.5,4475.7
30972,36,273,36,ORB,2166.5,3237.6,4441.6
30974,36,275,56,ORB,2259.4,3038.2,4458.3
30978,36,280,78,ORB,2341.3,2838.8,4505.2
30980,36,282,91,ORB,2402.4,2711.9,4510.4
30982,36,286,71,ORB,2309.5,2911.3,4493.6
30983,36,287,77,ORB,2352.2,2838.8,4475.1
30985,36,290,81,ORB,2368.1,2802.6,4480.9
30987,36,292,57,ORB,2248.4,3038.2,4488.4
30990,36,298,34,ORB,2153.1,3255.7,4453.7
30992,36,300,62,ORB,2288.7,2983.8,4452.0
30993,36,301,71,ORB,2309.5,2911.3,4493.6
30996,36,304,53,ORB,2232.6,3074.5,4482.6
30997,36,306,38,ORB,2193.4,3201.4,4417.3
30998,36,307,34,ORB,2153.1,3255.7,4453.7
31000,36,310,60,ORB,2275.3,3002.0,4464.1
31003,36,316,67,ORB,2293.6,2947.6,4487.8
31004,36,319,57,ORB,2248.4,3038.2,4488.4
31007,36,324,35,ORB,2177.5,3237.6,4411.5
31008,36,325,41,ORB,2184.9,3183.2,4465.3
31009,36,329,31,ORB,2161.6,3273.9,4405.7
31010,36,331,10,ORB,2057.8,3473.2,4419.0
31011,36,333,74,ORB,2336.3,2875.1,4469.3
31014,36,337,41,ORB,2184.9,3183.2,4465.3
31016,36,339,89,ORB,2399.9,2730.1,4492.4
31017,36,342,43,ORB,2198.3,3165.1,4453.1
31020,36,345,86,ORB,2373.1,2766.3,4516.7
31022,36,349,33,ORB,2164.1,3255.7,4423.6
31024,36,351,100,ORB,2423.2,2639.4,4552.0
31026,36,353,15,ORB,2098.1,3418.9,4382.6
31028,36,356,58,ORB,2272.8,3020.1,4446.2
31032,36,361,46,ORB,2225.1,3128.8,4428.8
31035,36,365,86,ORB,2373.1,2766.3,4516.7
31038,36,372,60,ORB,2275.3,3002.0,4464.1
31040,36,374,80,ORB,2343.8,2820.7,4523.1
31044,36,380,41,ORB,2184.9,3183.2,4465.3
31045,36,382,69,ORB,2296.1,2929.5,4505.7
31047,36,387,62,ORB,2288.7,2983.8,4452.0
31049,36,390,44,ORB,2211.7,3147.0,4441.0
31052,36,393,86,ORB,2373.1,2766.3,4516.7
31053,36,394,77,ORB,2352.2,2838.8,4475.1
31055,36,397,91,ORB,2402.4,2711.9,4510.4
31063,36,406,89,ORB,2399.9,2730.1,4492.4
31068,36,413,81,ORB,2368.1,2802.6,4480.9
31070,36,418,79,ORB,2354.7,2820.7,4493.0
31071,36,420,25,ORB,2132.3,3328.2,4412.1
31072,36,423,66,ORB,2304.6,2947.6,4457.7
31074,36,428,54,ORB,2256.9,3056.3,4440.4
31075,36,429,88,ORB,2375.5,2748.2,4534.6
31078,36,433,29,ORB,2148.2,3292.0,4417.8
31080,36,436,78,ORB,2341.3,2838.8,4505.2
31083,36,440,85,ORB,2384.0,2766.3,4486.6
31084,36,441,31,ORB,2161.6,3273.9,4405.7
31085,36,443,41,ORB,2184.9,3183.2,4465.3
31088,36,448,45,ORB,2200.8,3147.0,4471.0
31091,36,454,74,ORB,2336.3,2875.1,4469.3
31095,36,463,95,ORB,2418.2,2675.7,4516.1
31097,36,467,21,ORB,2116.4,3364.5,4406.3
31100,36,474,39,ORB,2182.4,3201.4,4447.3
31101,36,475,34,ORB,2153.1,3255.7,4453.7
31103,36,477,95,ORB,2418.2,2675.7,4516.1
31105,36,481,96,ORB,2407.3,2675.7,4546.2
31107,36,486,79,ORB,2354.7,2820.7,4493.0
31110,36,493,27,ORB,2145.7,3310.1,4399.9
31111,36,494,87,ORB,2386.5,2748.2,4504.6
31113,36,498,77,ORB,2352.2,2838.8,4475.1
31114,36,499,62,ORB,2288.7,2983.8,4452.0
31116,36,502,27,ORB,2145.7,3310.1,4399.9
31123,36,515,78,ORB,2341.3,2838.8,4505.2
31124,36,516,15,ORB,2098.1,3418.9,4382.6
31130,36,524,23,ORB,2129.8,3346.4,4394.1
31131,36,526,25,ORB,2132.3,3328.2,4412.1
31139,36,539,56,ORB,2259.4,3038.2,4458.3
31140,36,540,83,ORB,2370.6,2784.5,4498.8
31142,36,543,75,ORB,2338.8,2857.0,4487.2
31146,36,547,100,ORB,2423.2,2639.4,4552.0
31148,36,555,77,ORB,2352.2,2838.8,4475.1
31149,36,557,31,ORB,2161.6,3273.9,4405.7
31151,36,565,93,ORB,2415.8,2693.8,4498.2
31158,36,572,100,ORB,2423.2,2639.4,4552.0
31163,36,582,59,ORB,2261.9,3020.1,4476.2
31164,36,583,89,ORB,2399.9,2730.1,4492.4
31165,36,585,23,ORB,2129.8,3346.4,4394.1
31167,36,587,58,ORB,2272.8,3020.1,4446.2
31168,36,590,41,ORB,2184.9,3183.2,4465.3
31171,36,594,85,ORB,2384.0,2766.3,4486.6
31173,36,597,27,ORB,2145.7,3310.1,4399.9
31179,36,611,49,ORB,2216.7,3110.7,4476.8
31180,36,613,76,ORB,2327.9,2857.0,4517.3
31182,36,615,44,ORB,2211.7,3147.0,4441.0
31184,36,620,58,ORB,2272.8,3020.1,4446.2
31185,36,623,98,ORB,2420.7,2657.6,4534.1
